Player,Tm,Age,Pos,G,GS,Tgt,Rec,Ctch%,Yds,Y/R,TD,1D,Succ%,Lng,Y/Tgt,R/G,Y/G,Fmb,AllPro,ProBowl,Receiving_Points,Year
Devin Duvernay,BAL,24,WR,16,7,47,33,70.2,272,8.2,2,14,46.8,21,5.8,2.1,17.0,1,1,1,55.7,2021
Kenneth Gainwell,PHI,22,RB,16,1,50,33,66.0,253,7.7,1,14,44.0,19,5.1,2.1,15.8,2,0,0,47.8,2021
Albert Okwuegbunam,DEN,23,TE,14,6,40,33,82.5,330,10.0,2,15,60.0,64,8.3,2.4,23.6,1,0,0,61.5,2021
Josh Palmer,LAC,22,WR,17,5,49,33,67.3,353,10.7,4,18,55.1,36,7.2,1.9,20.8,0,0,0,75.80000000000001,2021
Jalen Reagor,PHI,22,WR,17,13,57,33,57.9,299,9.1,2,13,36.8,34,5.2,1.9,17.6,2,0,0,58.400000000000006,2021
Laquon Treadwell,JAX,26,WR,12,7,51,33,64.7,434,13.2,1,22,56.9,41,8.5,2.8,36.2,0,0,0,65.9,2021
David Johnson,HOU,30,RB,13,4,42,32,76.2,225,7.0,1,11,42.9,16,5.4,2.5,17.3,1,0,0,44.5,2021
Alexander Mattison,MIN,23,RB,16,4,39,32,82.1,228,7.1,1,10,43.6,24,5.8,2.0,14.3,1,0,0,44.8,2021
Tre'Quan Smith,NOR,25,WR,11,6,50,32,64.0,377,11.8,3,18,52.0,34,7.5,2.9,34.3,1,0,0,71.7,2021
Jalen Guyton,LAC,24,WR,16,2,48,31,64.6,448,14.5,3,21,60.4,59,9.3,1.9,28.0,1,0,0,78.30000000000001,2021
Julio Jones,TEN,32,WR,10,10,48,31,64.6,434,14.0,1,19,52.1,51,9.0,3.1,43.4,0,0,0,64.9,2021
Calvin Ridley,ATL,27,WR,5,5,52,31,59.6,281,9.1,2,16,46.2,22,5.4,6.2,56.2,0,0,0,55.6,2021
James Robinson,JAX,23,RB,14,13,46,31,67.4,222,7.2,0,9,41.3,26,4.8,2.2,15.9,4,0,0,37.7,2021
Geoff Swaim,TEN,28,TE,16,16,40,31,77.5,210,6.8,3,12,52.5,26,5.3,1.9,13.1,0,0,0,54.5,2021
Olamide Zaccheaus,ATL,24,WR,17,8,53,31,58.5,406,13.1,3,22,49.1,49,7.7,1.8,23.9,0,0,0,74.1,2021
Cameron Brate,TAM,30,TE,17,3,57,30,52.6,245,8.2,4,15,43.9,18,4.3,1.8,14.4,0,0,0,63.5,2021
Kenyan Drake,LVR,27,RB,12,2,40,30,75.0,291,9.7,1,12,57.5,31,7.3,2.5,24.3,1,0,0,50.1,2021
Kyle Juszczyk,SFO,30,FB,17,16,38,30,78.9,296,9.9,1,16,63.2,26,7.8,1.8,17.4,0,0,1,50.6,2021
Foster Moreau,LVR,24,TE,17,11,44,30,68.2,373,12.4,3,16,52.3,44,8.5,1.8,21.9,1,0,0,70.30000000000001,2021
Chester Rogers,TEN,27,WR,16,2,43,30,69.8,301,10.0,1,12,44.2,39,7.0,1.9,18.8,4,0,0,51.1,2021
Ricky Seals-Jones,WAS,26,TE,13,6,49,30,61.2,271,9.0,2,14,40.8,39,5.5,2.3,20.8,0,0,0,54.1,2021
Jack Doyle,IND,31,TE,17,14,43,29,67.4,302,10.4,3,18,53.5,34,7.0,1.7,17.8,0,0,0,62.7,2021
Darrell Henderson,LAR,24,RB,12,10,40,29,72.5,176,6.1,3,8,40.0,25,4.4,2.4,14.7,0,0,0,50.1,2021
Josh Reynolds,2TM,26,WR,12,5,49,29,59.2,396,13.7,2,21,53.1,39,8.1,2.4,33.0,0,0,0,66.1,2021
Randall Cobb,GNB,31,WR,12,3,39,28,71.8,375,13.4,5,21,59.0,54,9.6,2.3,31.3,1,0,0,81.5,2021
Keelan Cole,NYJ,28,WR,15,11,51,28,54.9,449,16.0,1,20,49.0,54,8.8,1.9,29.9,0,0,0,64.9,2021
Melvin Gordon,DEN,28,RB,16,16,38,28,73.7,213,7.6,2,9,36.8,30,5.6,1.8,13.3,3,0,0,47.3,2021
Jeremy McNichols,TEN,26,RB,14,0,38,28,73.7,240,8.6,1,11,39.5,27,6.3,2.0,17.1,0,0,0,44.0,2021
Jonnu Smith,NWE,26,TE,16,11,45,28,62.2,294,10.5,1,15,40.0,28,6.5,1.8,18.4,1,0,0,49.400000000000006,2021
Ryan Griffin,NYJ,31,TE,14,12,42,27,64.3,261,9.7,2,14,50.0,29,6.2,1.9,18.6,1,0,0,51.6,2021
Mark Ingram,2TM,32,RB,14,10,35,27,77.1,162,6.0,0,9,45.7,34,4.6,1.9,11.6,1,0,0,29.7,2021
Samaje Perine,CIN,26,RB,16,0,31,27,87.1,196,7.3,1,9,35.5,23,6.3,1.7,12.3,0,0,0,39.1,2021
Adam Trautman,NOR,24,TE,13,10,43,27,62.8,263,9.7,2,13,46.5,32,6.1,2.1,20.2,1,0,0,51.8,2021
Sammy Watkins,BAL,28,WR,13,9,49,27,55.1,394,14.6,1,17,46.9,49,8.0,2.1,30.3,1,0,0,58.900000000000006,2021
Damiere Byrd,CHI,28,WR,17,4,38,26,68.4,329,12.7,1,18,57.9,54,8.7,1.5,19.4,1,0,0,51.9,2021
Hayden Hurst,ATL,28,TE,13,5,31,26,83.9,221,8.5,3,11,58.1,33,7.1,2.0,17.0,3,0,0,53.1,2021
Kyle Rudolph,NYG,32,TE,16,13,39,26,66.7,257,9.9,1,12,53.8,60,6.6,1.6,16.1,0,0,0,44.7,2021
Miles Sanders,PHI,24,RB,12,12,34,26,76.5,158,6.1,0,6,38.2,25,4.6,2.2,13.2,1,0,0,28.8,2021
Darius Slayton,NYG,24,WR,13,5,58,26,44.8,339,13.0,2,14,31.0,42,5.8,2.0,26.1,1,0,0,58.9,2021
Marquez Valdes-Scantling,GNB,27,WR,11,7,55,26,47.3,430,16.5,3,18,38.2,75,7.8,2.4,39.1,0,0,0,74.0,2021
Jamaal Williams,DET,26,RB,13,11,28,26,92.9,157,6.0,0,6,60.7,15,5.6,2.0,12.1,1,0,0,28.700000000000003,2021
Rex Burkhead,HOU,31,RB,16,5,32,25,78.1,186,7.4,0,9,46.9,20,5.8,1.6,11.6,1,0,0,31.1,2021
Josiah Deguara,GNB,24,TE,16,2,33,25,75.8,245,9.8,2,9,48.5,62,7.4,1.6,15.3,0,0,0,49.0,2021
Chuba Hubbard,CAR,22,RB,17,10,37,25,67.6,174,7.0,1,8,40.5,33,4.7,1.5,10.2,1,0,0,35.900000000000006,2021
Demarcus Robinson,KAN,27,WR,17,10,41,25,61.0,264,10.6,3,13,43.9,33,6.4,1.5,15.5,0,0,0,56.900000000000006,2021
Tajae Sharpe,ATL,27,WR,15,7,37,25,67.6,230,9.2,0,14,48.6,17,6.2,1.7,15.3,0,0,0,35.5,2021
Freddie Swain,SEA,23,WR,17,8,40,25,62.5,343,13.7,4,12,40.0,68,8.6,1.5,20.2,1,0,0,70.80000000000001,2021
Albert Wilson,MIA,29,WR,14,5,39,25,64.1,213,8.5,0,10,41.0,64,5.5,1.8,15.2,0,0,0,33.8,2021
Jamal Agnew,JAX,26,WR,10,2,39,24,61.5,229,9.5,1,14,48.7,29,5.9,2.4,22.9,1,0,0,40.900000000000006,2021
Jordan Akins,HOU,29,TE,13,3,33,24,72.7,214,8.9,0,11,57.6,31,6.5,1.8,16.5,2,0,0,33.400000000000006,2021
Mo Alie-Cox,IND,28,TE,17,7,45,24,53.3,316,13.2,4,14,42.2,37,7.0,1.4,18.6,1,0,0,67.6,2021
Danny Amendola,HOU,36,WR,8,0,38,24,63.2,248,10.3,3,10,47.4,39,6.5,3.0,31.0,1,0,0,54.8,2021
Tavon Austin,JAX,31,WR,13,3,37,24,64.9,213,8.9,1,11,45.9,25,5.8,1.8,16.4,1,0,0,39.3,2021
DeAndre Carter,WAS,28,WR,17,6,44,24,54.5,296,12.3,3,17,45.5,26,6.7,1.4,17.4,3,0,0,59.6,2021
Rashard Higgins,CLE,27,WR,15,4,47,24,51.1,275,11.5,1,16,46.8,21,5.9,1.6,18.3,0,0,0,45.5,2021
Jauan Jennings,SFO,24,WR,16,1,38,24,63.2,282,11.8,5,15,50.0,34,7.4,1.5,17.6,1,0,0,70.2,2021
James O'Shaughnessy,JAX,29,TE,7,6,34,24,70.6,244,10.2,0,10,52.9,30,7.2,3.4,34.9,0,0,0,36.400000000000006,2021
Henry Ruggs III,LVR,22,WR,7,7,36,24,66.7,469,19.5,2,16,58.3,61,13.0,3.4,67.0,0,0,0,70.9,2021
James Washington,PIT,25,WR,15,2,44,24,54.5,285,11.9,2,9,38.6,42,6.5,1.6,19.0,0,0,0,52.5,2021
Giovani Bernard,TAM,30,RB,12,0,29,23,79.3,123,5.3,3,8,44.8,32,4.2,1.9,10.3,1,0,0,41.8,2021
Pharaoh Brown,HOU,27,TE,15,12,34,23,67.6,171,7.4,0,6,35.3,29,5.0,1.5,11.4,1,0,0,28.6,2021
Jamycal Hasty,SFO,25,RB,11,0,29,23,79.3,157,6.8,0,7,51.7,23,5.4,2.1,14.3,2,0,0,27.200000000000003,2021
T.Y. Hilton,IND,32,WR,10,9,37,23,62.2,331,14.4,3,15,56.8,52,8.9,2.3,33.1,0,0,0,62.6,2021
Marcedes Lewis,GNB,37,TE,17,17,28,23,82.1,214,9.3,0,10,57.1,23,7.6,1.4,12.6,1,0,0,32.900000000000006,2021
Zack Moss,BUF,24,RB,13,0,32,23,71.9,197,8.6,1,12,53.1,24,6.2,1.8,15.2,2,0,0,37.2,2021
Chris Conley,HOU,29,WR,16,10,37,22,59.5,323,14.7,2,15,48.6,41,8.7,1.4,20.2,1,0,0,55.300000000000004,2021
Kareem Hunt,CLE,26,RB,8,1,27,22,81.5,174,7.9,0,10,51.9,23,6.4,2.8,21.8,0,0,0,28.400000000000002,2021
Justin Jackson,LAC,25,RB,14,2,25,22,88.0,178,8.1,0,8,68.0,25,7.1,1.6,12.7,1,0,0,28.8,2021
Harrison Bryant,CLE,23,TE,16,3,28,21,75.0,233,11.1,3,14,64.3,41,8.3,1.3,14.6,0,0,0,51.8,2021
DeeJay Dallas,SEA,23,RB,17,0,23,21,91.3,133,6.3,0,4,56.5,29,5.8,1.2,7.8,1,0,0,23.8,2021
Will Dissly,SEA,25,TE,15,14,26,21,80.8,231,11.0,1,11,61.5,39,8.9,1.4,15.4,1,0,0,39.6,2021
Sony Michel,LAR,26,RB,17,7,33,21,63.6,128,6.1,1,6,42.4,24,3.9,1.2,7.5,1,0,0,29.3,2021
Chris Moore,HOU,28,WR,12,1,22,21,95.5,227,10.8,2,6,54.5,67,10.3,1.8,18.9,0,0,0,45.2,2021
John Bates,WAS,24,TE,17,8,25,20,80.0,249,12.5,1,11,68.0,32,10.0,1.2,14.6,1,0,0,40.900000000000006,2021
Nick Chubb,CLE,26,RB,14,14,25,20,80.0,174,8.7,1,9,52.0,40,7.0,1.4,12.4,2,0,1,33.400000000000006,2021
Marquise Goodwin,CHI,31,WR,14,2,40,20,50.0,313,15.7,1,12,45.0,50,7.8,1.4,22.4,1,0,0,47.3,2021
DeSean Jackson,2TM,35,WR,16,4,34,20,58.8,454,22.7,2,12,52.9,75,13.4,1.3,28.4,1,0,0,67.4,2021
Justin Jefferson,MIN,23,WR,17,17,184,128,69.6,1809,14.1,8,80,57.6,64,9.8,7.5,106.4,0,1,1,292.9,2022
Tyreek Hill,MIA,28,WR,17,17,170,119,70.0,1710,14.4,7,77,56.5,64,10.1,7.0,100.6,1,1,1,272.5,2022
Travis Kelce,KAN,33,TE,17,17,152,110,72.4,1338,12.2,12,78,63.2,52,8.8,6.5,78.7,1,1,1,260.8,2022
Stefon Diggs,BUF,29,WR,16,16,154,108,70.1,1429,13.2,11,74,64.3,53,9.3,6.8,89.3,1,0,1,262.9,2022
Austin Ekeler,LAC,27,RB,17,17,127,107,84.3,722,6.7,5,36,48.0,23,5.7,6.3,42.5,5,0,0,155.7,2022
CeeDee Lamb,DAL,23,WR,17,17,156,107,68.6,1359,12.7,9,67,55.1,39,8.7,6.3,79.9,0,0,1,243.4,2022
Amon-Ra St. Brown,DET,23,WR,16,16,146,106,72.6,1161,11.0,6,68,62.3,49,8.0,6.6,72.6,0,0,1,205.10000000000002,2022
Chris Godwin,TAM,26,WR,15,13,142,104,73.2,1023,9.8,3,53,60.6,44,7.2,6.9,68.2,2,0,0,172.3,2022
Davante Adams,LVR,30,WR,17,17,180,100,55.6,1516,15.2,14,65,46.1,60,8.4,5.9,89.2,1,1,1,285.6,2022
Michael Pittman Jr.,IND,25,WR,16,16,141,99,70.2,925,9.3,4,51,53.9,28,6.6,6.2,57.8,2,0,0,166.0,2022
DeVonta Smith,PHI,24,WR,17,17,136,95,69.9,1196,12.6,7,57,54.4,45,8.8,5.6,70.4,1,0,0,209.10000000000002,2022
D.K. Metcalf,SEA,25,WR,17,17,141,90,63.8,1048,11.6,6,47,49.6,54,7.4,5.3,61.6,2,0,0,185.8,2022
A.J. Brown,PHI,25,WR,17,16,145,88,60.7,1496,17.0,11,59,51.7,78,10.3,5.2,88.0,2,0,1,259.6,2022
Ja'Marr Chase,CIN,22,WR,12,12,134,87,64.9,1046,12.0,9,58,55.2,60,7.8,7.3,87.2,2,0,1,202.10000000000002,2022
T.J. Hockenson,2TM,25,TE,17,14,129,86,66.7,914,10.6,6,44,47.3,81,7.1,5.1,53.8,1,0,1,170.4,2022
Diontae Johnson,PIT,26,WR,17,17,147,86,58.5,882,10.3,0,45,49.0,37,6.0,5.1,51.9,1,0,0,131.2,2022
Christian McCaffrey,2TM,26,RB,17,16,108,85,78.7,741,8.7,5,36,52.8,49,6.9,5.0,43.6,1,0,1,146.60000000000002,2022
Christian Kirk,JAX,26,WR,17,17,133,84,63.2,1108,13.2,8,55,52.6,49,8.3,4.9,65.2,1,0,0,200.8,2022
Tyler Lockett,SEA,30,WR,16,16,117,84,71.8,1033,12.3,9,50,60.7,40,8.8,5.3,64.6,2,0,0,199.3,2022
Garrett Wilson,NYJ,22,WR,17,12,147,83,56.5,1103,13.3,4,56,47.6,60,7.5,4.9,64.9,2,0,0,175.8,2022
Zay Jones,JAX,27,WR,16,15,121,82,67.8,823,10.0,5,44,54.5,59,6.8,5.1,51.4,0,0,0,153.3,2022
Brandon Aiyuk,SFO,24,WR,17,17,114,78,68.4,1015,13.0,8,47,59.6,54,8.9,4.6,59.7,1,0,0,188.5,2022
Amari Cooper,CLE,28,WR,17,17,132,78,59.1,1160,14.9,9,61,53.0,55,8.8,4.6,68.2,0,0,0,209.0,2022
JuJu Smith-Schuster,KAN,26,WR,16,14,101,78,77.2,933,12.0,3,47,67.3,53,9.2,4.9,58.3,3,0,0,150.3,2022
Mike Evans,TAM,29,WR,15,15,127,77,60.6,1124,14.6,6,53,54.3,63,8.9,5.1,74.9,0,0,0,186.9,2022
Terry McLaurin,WAS,27,WR,17,17,120,77,64.2,1191,15.5,5,56,55.0,52,9.9,4.5,70.1,1,0,1,187.60000000000002,2022
Cooper Kupp,LAR,29,WR,9,9,98,75,76.5,812,10.8,6,42,62.2,75,8.3,8.3,90.2,2,0,0,154.7,2022
Jaylen Waddle,MIA,24,WR,17,17,117,75,64.1,1356,18.1,8,60,54.7,84,11.6,4.4,79.8,1,0,0,221.1,2022
Tee Higgins,CIN,23,WR,16,14,109,74,67.9,1029,13.9,7,47,59.6,59,9.4,4.6,64.3,0,0,0,181.9,2022
Mark Andrews,BAL,27,TE,15,15,113,73,64.6,847,11.6,5,48,56.6,36,7.5,4.9,56.5,1,0,1,151.2,2022
Evan Engram,JAX,28,TE,17,14,98,73,74.5,766,10.5,4,33,55.1,36,7.8,4.3,45.1,0,0,0,137.10000000000002,2022
Leonard Fournette,TAM,27,RB,16,9,83,73,88.0,523,7.2,3,26,55.4,44,6.3,4.6,32.7,0,0,0,106.80000000000001,2022
Tyler Higbee,LAR,29,TE,17,17,108,72,66.7,620,8.6,3,32,51.9,26,5.7,4.2,36.5,0,0,0,116.0,2022
Drake London,ATL,21,WR,17,15,117,72,61.5,866,12.0,4,48,56.4,40,7.4,4.2,50.9,3,0,0,146.60000000000002,2022
Chris Olave,NOR,22,WR,15,9,119,72,60.5,1042,14.5,4,48,53.8,53,8.8,4.8,69.5,2,0,0,164.2,2022
Josh Palmer,LAC,23,WR,16,11,107,72,67.3,769,10.7,3,39,55.1,50,7.2,4.5,48.1,1,0,0,130.9,2022
Adam Thielen,MIN,32,WR,17,17,107,70,65.4,716,10.2,6,45,49.5,36,6.7,4.1,42.1,0,0,0,142.60000000000002,2022
Rhamondre Stevenson,NWE,24,RB,17,7,88,69,78.4,421,6.1,1,13,39.8,40,4.8,4.1,24.8,4,0,0,82.6,2022
Marquise Brown,ARI,25,WR,12,10,107,67,62.6,709,10.6,3,33,44.9,47,6.6,5.6,59.1,1,0,0,122.4,2022
Jerry Jeudy,DEN,23,WR,15,14,100,67,67.0,972,14.5,6,41,52.0,67,9.7,4.5,64.8,0,0,0,166.7,2022
Jakobi Meyers,NWE,26,WR,14,13,96,67,69.8,804,12.0,6,38,56.3,48,8.4,4.8,57.4,2,0,0,149.9,2022
Keenan Allen,LAC,30,WR,10,10,89,66,74.2,752,11.4,4,39,56.2,46,8.4,6.6,75.2,1,0,0,132.2,2022
DeAndre Hopkins,ARI,30,WR,9,9,96,64,66.7,717,11.2,3,35,54.2,33,7.5,7.1,79.7,2,0,0,121.7,2022
Curtis Samuel,WAS,26,WR,17,12,92,64,69.6,656,10.3,4,36,46.7,49,7.1,3.8,38.6,1,0,0,121.60000000000001,2022
Courtland Sutton,DEN,27,WR,15,15,109,64,58.7,829,13.0,2,38,46.8,51,7.6,4.3,55.3,0,0,0,126.9,2022
Parris Campbell,IND,25,WR,17,16,91,63,69.2,623,9.9,3,32,54.9,49,6.8,3.7,36.6,1,0,0,111.80000000000001,2022
Pat Freiermuth,PIT,24,TE,16,8,98,63,64.3,732,11.6,2,37,53.1,57,7.5,3.9,45.8,0,0,0,116.7,2022
D.J. Moore,CAR,25,WR,17,17,118,63,53.4,888,14.1,7,44,43.2,62,7.5,3.7,52.2,0,0,0,162.3,2022
Mike Williams,LAC,28,WR,13,13,93,63,67.7,895,14.2,4,39,59.1,55,9.6,4.8,68.8,0,0,0,145.0,2022
Donovan Peoples-Jones,CLE,23,WR,17,14,96,61,63.5,839,13.8,3,33,50.0,42,8.7,3.6,49.4,1,0,0,132.4,2022
George Kittle,SFO,29,TE,15,15,86,60,69.8,765,12.8,11,36,58.1,54,8.9,4.0,51.0,1,0,1,172.5,2022
Allen Lazard,GNB,27,WR,15,15,100,60,60.0,788,13.1,6,45,55.0,47,7.9,4.0,52.5,0,0,0,144.8,2022
Joe Mixon,CIN,26,RB,14,14,75,60,80.0,441,7.4,2,17,50.7,35,5.9,4.3,31.5,0,0,0,86.1,2022
K.J. Osborn,MIN,25,WR,17,9,90,60,66.7,650,10.8,5,32,58.9,66,7.2,3.5,38.2,1,0,0,125.0,2022
Aaron Jones,GNB,28,RB,17,17,72,59,81.9,395,6.7,5,19,44.4,30,5.5,3.5,23.2,5,0,0,99.0,2022
Tyler Boyd,CIN,28,WR,16,14,82,58,70.7,762,13.1,5,42,62.2,60,9.3,3.6,47.6,0,0,0,135.2,2022
Tyler Conklin,NYJ,27,TE,17,16,87,58,66.7,552,9.5,3,25,44.8,30,6.3,3.4,32.5,2,0,0,102.2,2022
Gerald Everett,LAC,28,TE,16,11,87,58,66.7,555,9.6,4,29,48.3,26,6.4,3.6,34.7,0,0,0,108.5,2022
David Njoku,CLE,26,TE,14,14,80,58,72.5,628,10.8,4,36,61.3,38,7.9,4.1,44.9,1,0,0,115.80000000000001,2022
Saquon Barkley,NYG,25,RB,16,16,76,57,75.0,338,5.9,0,10,38.2,41,4.4,3.6,21.1,1,0,1,62.300000000000004,2022
Brandin Cooks,HOU,29,WR,13,13,93,57,61.3,699,12.3,3,29,47.3,44,7.5,4.4,53.8,0,0,0,116.4,2022
Mack Hollins,LVR,29,WR,17,16,94,57,60.6,690,12.1,4,34,51.1,60,7.3,3.4,40.6,0,0,0,121.5,2022
Richie James,NYG,27,WR,17,4,70,57,81.4,569,10.0,4,29,61.4,33,8.1,3.4,33.5,3,0,0,109.4,2022
Alvin Kamara,NOR,27,RB,15,13,77,57,74.0,490,8.6,2,17,46.8,54,6.4,3.8,32.7,4,0,0,89.5,2022
Dalton Schultz,DAL,26,TE,15,15,89,57,64.0,577,10.1,5,27,55.1,30,6.5,3.8,38.5,1,0,0,116.2,2022
Jerick McKinnon,KAN,30,RB,17,0,71,56,78.9,512,9.1,9,28,54.9,56,7.2,3.3,30.1,1,0,0,133.2,2022
Deebo Samuel,SFO,26,WR,13,12,94,56,59.6,632,11.3,2,25,47.9,57,6.7,4.3,48.6,3,0,0,103.2,2022
Dallas Goedert,PHI,27,TE,12,12,69,55,79.7,702,12.8,3,40,69.6,31,10.2,4.6,58.5,1,0,0,115.7,2022
Josh Jacobs,LVR,24,RB,17,17,64,53,82.8,400,7.5,0,16,50.0,43,6.3,3.1,23.5,3,1,1,66.5,2022
Robert Tonyan,GNB,28,TE,17,3,67,53,79.1,470,8.9,2,20,53.7,24,7.0,3.1,27.6,0,0,0,85.5,2022
Robert Woods,TEN,30,WR,17,15,91,53,58.2,527,9.9,2,31,50.5,41,5.8,3.1,31.0,1,0,0,91.2,2022
Greg Dortch,ARI,24,WR,16,4,64,52,81.3,467,9.0,2,19,46.9,47,7.3,3.3,29.2,1,0,0,84.7,2022
Hayden Hurst,CIN,29,TE,13,13,68,52,76.5,414,8.0,2,26,61.8,29,6.1,4.0,31.8,0,0,0,79.4,2022
George Pickens,PIT,21,WR,17,12,84,52,61.9,801,15.4,4,38,48.8,42,9.5,3.1,47.1,0,0,0,130.10000000000002,2022
Russell Gage,TAM,26,WR,13,4,70,51,72.9,426,8.4,5,31,62.9,23,6.1,3.9,32.8,1,0,0,98.1,2022
Noah Fant,SEA,25,TE,17,16,63,50,79.4,486,9.7,4,24,54.0,51,7.7,2.9,28.6,0,0,0,97.6,2022
Cole Kmet,CHI,23,TE,17,17,69,50,72.5,544,10.9,7,27,59.4,50,7.9,2.9,32.0,1,0,0,121.4,2022
Rachaad White,TAM,23,RB,17,8,58,50,86.2,290,5.8,2,13,53.4,20,5.0,2.9,17.1,3,0,0,66.0,2022
Gabriel Davis,BUF,23,WR,15,15,93,48,51.6,836,17.4,7,35,51.6,98,9.0,3.2,55.7,1,0,0,149.60000000000002,2022
Dawson Knox,BUF,26,TE,15,15,65,48,73.8,517,10.8,6,25,60.0,45,8.0,3.2,34.5,0,0,1,111.7,2022
Chris Moore,HOU,29,WR,16,7,74,48,64.9,548,11.4,2,24,47.3,52,7.4,3.0,34.3,0,0,0,90.80000000000001,2022
Demarcus Robinson,BAL,28,WR,17,5,75,48,64.0,458,9.5,2,23,46.7,31,6.1,2.8,26.9,2,0,0,81.80000000000001,2022
D'Andre Swift,DET,23,RB,14,8,70,48,68.6,389,8.1,3,17,38.6,25,5.6,3.4,27.8,1,0,0,80.9,2022
Zach Ertz,ARI,32,TE,10,10,69,47,68.1,406,8.6,4,24,55.1,32,5.9,4.7,40.6,0,0,0,88.1,2022
Kalif Raymond,DET,28,WR,17,7,64,47,73.4,616,13.1,0,24,56.3,56,9.6,2.8,36.2,3,0,0,85.1,2022
DeAndre Carter,LAC,29,WR,17,7,65,46,70.8,538,11.7,3,29,53.8,35,8.3,2.7,31.6,3,0,0,94.80000000000001,2022
Chase Claypool,2TM,24,WR,15,11,79,46,58.2,451,9.8,1,24,46.8,31,5.7,3.1,30.1,1,0,0,74.1,2022
James Conner,ARI,27,RB,13,13,58,46,79.3,300,6.5,1,13,44.8,22,5.2,3.5,23.1,3,0,0,59.0,2022
Antonio Gibson,WAS,24,RB,15,6,58,46,79.3,353,7.7,2,18,46.6,26,6.1,3.1,23.5,1,0,0,70.30000000000001,2022
Marvin Jones,JAX,32,WR,16,10,81,46,56.8,529,11.5,3,29,51.9,37,6.5,2.9,33.1,0,0,0,93.9,2022
Darius Slayton,NYG,25,WR,16,11,71,46,64.8,724,15.7,2,30,57.7,55,10.2,2.9,45.3,2,0,0,107.4,2022
Noah Brown,DAL,26,WR,16,13,74,43,58.1,555,12.9,3,25,48.6,51,7.5,2.7,34.7,1,0,0,95.0,2022
Romeo Doubs,GNB,22,WR,13,7,67,42,62.7,425,10.1,3,20,46.3,26,6.3,3.2,32.7,2,0,0,81.5,2022
Juwan Johnson,NOR,26,TE,16,12,65,42,64.6,508,12.1,7,25,52.3,41,7.8,2.6,31.8,0,0,0,113.80000000000001,2022
Isaiah McKenzie,BUF,27,WR,15,8,65,42,64.6,423,10.1,4,27,58.5,30,6.5,2.8,28.2,0,0,0,87.30000000000001,2022
Cade Otton,TAM,23,TE,16,11,65,42,64.6,391,9.3,2,19,52.3,35,6.0,2.6,24.4,0,0,0,72.1,2022
Marquez Valdes-Scantling,KAN,28,WR,17,11,81,42,51.9,687,16.4,2,32,48.1,57,8.5,2.5,40.4,0,0,0,101.7,2022
Michael Carter,NYJ,23,RB,16,10,54,41,75.9,288,7.0,0,12,46.3,37,5.3,2.6,18.0,2,0,0,49.3,2022
Najee Harris,PIT,24,RB,17,17,53,41,77.4,229,5.6,3,16,49.1,19,4.3,2.4,13.5,3,0,0,61.400000000000006,2022
Hunter Henry,NWE,28,TE,17,14,59,41,69.5,509,12.4,2,23,50.8,39,8.6,2.4,29.9,0,0,0,83.4,2022
Austin Hooper,TEN,28,TE,17,2,60,41,68.3,444,10.8,2,28,60.0,24,7.4,2.4,26.1,0,0,0,76.9,2022
Rondale Moore,ARI,22,WR,8,8,56,41,73.2,414,10.1,1,16,46.4,38,7.4,5.1,51.8,0,0,0,67.9,2022
Alec Pierce,IND,22,WR,16,12,78,41,52.6,593,14.5,2,28,46.2,47,7.6,2.6,37.1,1,0,0,91.80000000000001,2022
Christian Watson,GNB,23,WR,14,11,66,41,62.1,611,14.9,7,28,50.0,63,9.3,2.9,43.6,0,0,0,123.6,2022
Darnell Mooney,CHI,25,WR,12,12,61,40,65.6,493,12.3,2,20,45.9,56,8.1,3.3,41.1,0,0,0,81.30000000000001,2022
Olamide Zaccheaus,ATL,25,WR,17,13,61,40,65.6,533,13.3,3,25,52.5,45,8.7,2.4,31.4,1,0,0,91.30000000000001,2022
Dalvin Cook,MIN,27,RB,17,17,56,39,69.6,295,7.6,2,16,41.1,64,5.3,2.3,17.4,4,0,1,61.0,2022
Michael Gallup,DAL,26,WR,14,11,74,39,52.7,424,10.9,4,25,44.6,27,5.7,2.8,30.3,0,0,0,85.9,2022
Tony Pollard,DAL,25,RB,16,4,55,39,70.9,371,9.5,3,18,47.3,68,6.7,2.4,23.2,0,0,1,74.6,2022
Ben Skowronek,LAR,25,WR,14,11,61,39,63.9,376,9.6,0,16,49.2,32,6.2,2.8,26.9,0,0,0,57.1,2022
Logan Thomas,WAS,31,TE,14,13,61,39,63.9,323,8.3,1,15,45.9,27,5.3,2.8,23.1,0,0,0,57.800000000000004,2022
Samaje Perine,CIN,27,RB,16,2,51,38,74.5,287,7.6,4,11,41.2,32,5.6,2.4,17.9,0,0,0,71.7,2022
Josh Reynolds,DET,27,WR,14,11,59,38,64.4,479,12.6,3,25,61.0,31,8.1,2.7,34.2,0,0,0,84.9,2022
Devin Singletary,BUF,25,RB,16,16,52,38,73.1,280,7.4,1,15,53.8,22,5.4,2.4,17.5,3,0,0,53.0,2022
Jordan Akins,HOU,30,TE,15,3,54,37,68.5,495,13.4,5,23,53.7,46,9.2,2.5,33.0,1,0,0,98.0,2022
Rex Burkhead,HOU,32,RB,16,0,51,37,72.5,204,5.5,1,8,29.4,17,4.0,2.3,12.8,0,0,0,44.900000000000006,2022
