Player,Team,"Year
Signed",Years,,Value,APY,Guaranteed,,"APY as % Of
Cap At Signing",,"Inflated
Value","Inflated
APY","Inflated
Guaranteed"
Dres Anderson,Commanders,2017,1,,"$122,400","$122,400",$0,,0.1%,,"$187,191","$187,191",$0
Matt Hazel,Colts,2017,1,,"$122,400","$122,400",$0,,0.1%,,"$187,191","$187,191",$0
Chris Lacy,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
C.J. Board,Jaguars,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Damore'ea Stringfellow,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Steve Ishmael,Colts,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Kalif Raymond,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Rashard Davis,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Justice Liggins,Chargers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Deante Burton,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Chad Hansen,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Daniel Williams,Browns,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
DeAndrew White,Panthers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Janarion Grant,Ravens,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Marcus Lucas,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Carlos Henderson,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malachi Dupre,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Kalif Raymond,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Blake Jackson,Browns,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Aaron Burbridge,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Shane Wynn,Saints,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Robert Foster,Bills,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Riley McCarron,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
River Cracraft,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Bernard Reedy,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jordan Veasy,Jaguars,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Amba Etta-Tawo,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Josh Crockett,Chiefs,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Auden Tate,Bengals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Allen Lazard,Jaguars,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Keenan Reynolds,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Corey Coleman,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Steve Ishmael,Colts,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jace Billingsley,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Daurice Fountain,Colts,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
ArDarius Stewart,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Rashard Davis,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jester Weah,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Terrell Sinkfield,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malik Turner,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
K.J. Brent,Buccaneers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malcolm Lewis,Dolphins,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
DeAngelo Yancey,Jets,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Bernard Reedy,Buccaneers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Corey Coleman,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Tanner Gentry,Bears,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Kalif Raymond,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jehu Chesson,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Mose Frazier,Panthers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Montay Crockett,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Damoun Patterson,Buccaneers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Travis Rudolph,Dolphins,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Keon Hatcher,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Hunter Sharp,Bills,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Austin Proehl,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Cam Phillips,Bills,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
River Cracraft,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Braxton Miller,Eagles,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Moritz Boehringer,Bengals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Damoun Patterson,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
ArDarius Stewart,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malachi Dupre,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Dres Anderson,Cowboys,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Andre Levrone,Jaguars,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Julian Williams,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Da'Mari Scott,Browns,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Daniel Braverman,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Quadree Henderson,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
K.J. Brent,Colts,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Cam Phillips,Bills,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Levonte Whitfield,Bengals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Carlos Henderson,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Devin Ross,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Brian Brown,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
ArDarius Stewart,Jets,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Andy Jones,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Dorren Miller,Eagles,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Tanner McEvoy,Saints,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Julian Williams,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jawill Davis,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Isaac Whitney,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Herb Waters,Steelers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jehu Chesson,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Krishawn Hogan,Colts,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Gehrig Dieter,Chiefs,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Deontez Alexander,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Roger Lewis,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Devin Gray,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Andre Patton,Chargers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Deante Burton,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Reggie Davis,Cowboys,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jace Billingsley,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jalen Tolliver,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Johnny Holton,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Francis Owusu,Dolphins,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Max McCaffrey,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Dylan Cantrell,Chargers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Damore'ea Stringfellow,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Darvin Kidsy,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Austin Proehl,Rams,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Christian Blake,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malachi Dupre,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Chad Hansen,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Chad Beebe,Vikings,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jeff Badet,Vikings,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Teo Redding,Packers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Hunter Sharp,Bengals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Tanner McEvoy,Bills,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Shay Fields,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Cyril Grayson,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Isaiah Ford,Dolphins,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Leonte Carroo,Dolphins,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Marcus Lucas,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Steven Mitchell,Rams,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
KhaDarel Hodge,Rams,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Keon Hatcher,Packers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
J.J. Jones,Jets,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Simmie Cobbs Jr.,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malik Turner,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Greg Ward,Eagles,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Brandon Reilly,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Rashard Davis,Eagles,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Christian Blake,Falcons,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Malachi Dupre,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Teo Redding,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Johnny Holton,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
DeAngelo Yancey,Packers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Saeed Blacknall,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Marcell Ateman,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
DeAndrew White,Panthers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Alonzo Russell,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Saeed Blacknall,Raiders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Cyril Grayson,Bears,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Montay Crockett,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Andre Levrone,Ravens,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Cameron Batson,Titans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Steven Mitchell,Texans,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Frank Stephens,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Riley McCarron,Patriots,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Quadree Henderson,Giants,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Bobo Wilson,Buccaneers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Deontez Alexander,Lions,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Caleb Scott,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Keenan Reynolds,Seahawks,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jalen Tolliver,Cardinals,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Jordan Smallwood,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Montay Crockett,Commanders,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Steven Dunbar,49ers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Tevin Jones,Steelers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Trey Griffey,Steelers,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Isaiah McKenzie,Broncos,2018,1,,"$129,200","$129,200",$0,,0.1%,,"$186,217","$186,217",$0
Amba Etta-Tawo,Texans,2018,1,,"$129,200","$129,000",$0,,0.1%,,"$186,217","$185,929",$0
Greg Dortch,Rams,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Damion Willis,Bengals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Andy Jones,Dolphins,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Kelvin McKnight,Patriots,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Reggie White,Giants,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tyron Johnson,Panthers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Deontay Burnett,Eagles,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
DaMarkus Lodge,Bengals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jonathan Duhart,Lions,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cody Thompson,Bengals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Lil'Jordan Humphrey,Saints,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Trevion Thompson,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Kalif Raymond,Titans,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Dan Arnold,Saints,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Da'Mari Scott,Giants,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Robert Davis,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Quincy Adeboyejo,Patriots,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
J'Mon Moore,Browns,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Darvin Kidsy,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Lil'Jordan Humphrey,Saints,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Kelvin McKnight,Broncos,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jazz Ferguson,Seahawks,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Robert Davis,Eagles,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cody Thompson,Chiefs,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Keon Hatcher,Jets,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Sean Modster,Ravens,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Malik Henry,49ers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Marcell Ateman,Raiders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Sean Modster,Ravens,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
TJ Rahming,Dolphins,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Anthony Johnson,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Quadree Henderson,Panthers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tevin Jones,Steelers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Spencer Schnell,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Trenton Irwin,Bengals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jalen Guyton,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Terry Godwin,Jaguars,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Devin Gray,Falcons,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tyron Johnson,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tavonn Salter,Falcons,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Rashard Davis,Titans,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Ventell Bryant,Cowboys,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Krishawn Hogan,Saints,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jordan Veasy,Bills,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cedrick Wilson Jr.,Cowboys,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Anthony Ratliff-Williams,Raiders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Terry Wright,Steelers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Victor Bolden,Lions,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
A.J. Richardson,Cardinals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Keon Hatcher,Packers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tyron Johnson,Bills,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Christian Blake,Falcons,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Dillon Mitchell,Vikings,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Chris Thompson,49ers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Damion Jeanpiere,Panthers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Saeed Blacknall,Cardinals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Artavis Scott,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Davion Davis,Vikings,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Bug Howard,Broncos,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Sean Modster,Ravens,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Ishmael Hyman,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Emanuel Hall,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Brandon Powell,Falcons,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Antoine Wesley,Ravens,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Reggie White,Giants,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
David Sills,Giants,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Byron Pringle,Chiefs,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Alexander Hollins,Vikings,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Terry Wright,Seahawks,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Emanuel Hall,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jehu Chesson,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jaydon Mickens,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cody Thompson,Seahawks,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cam Sims,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Terry Wright,Dolphins,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Darrius Shepherd,Packers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Papi White,Titans,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Amara Darboh,Buccaneers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Isaiah Ford,Dolphins,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Trevion Thompson,Titans,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Ashton Dulin,Colts,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jester Weah,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Michael Walker,Jaguars,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
C.J. Board,Jaguars,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Alex Wesley,Bears,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tevin Jones,Cowboys,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Cody Hollister,Titans,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jamal Custis,Steelers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
De'Mornay Pierson-El,Raiders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Andre Patton,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jordan Veasy,Commanders,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Andre Patton,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Johnnie Dixon,Cardinals,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jonathan Duhart,Lions,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Kabion Ento,Packers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Allen Lazard,Packers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Marvin Hall,Lions,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Tom Kennedy,Lions,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Greg Dortch,Panthers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Malik Taylor,Packers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Gehrig Dieter,Chiefs,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Jason Moore,Chargers,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
Davion Davis,Vikings,2019,1,,"$136,000","$136,000",$0,,0.1%,,"$184,561","$184,561",$0
