Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed",Contract Years,Year Signed,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Year End
MarQueis Gray,49ers,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Seth DeValve,Cardinals,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Trey Burton,Colts,TE,910000,910000,100000,0.5,1032129,1032129,113421,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Eric Tomlinson,Ravens,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Geoff Swaim,Titans,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Richard Rodgers,Eagles,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Eric Tomlinson,Giants,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Khari Lee,Falcons,TE,910000,910000,0,0.5,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Daniel Brown,Jets,TE,870000,870000,0,0.4,986761,986761,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Charlie Woerner,49ers,TE,3476032,869008,181032,0.4,3942543,985636,205328,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Tyler Davis,Jaguars,TE,3454548,863637,159548,0.4,3918176,979544,180961,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Stephen Sullivan,Seahawks,TE,3370492,842623,75492,0.4,3822839,955710,85624,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Temarrick Hemingway,Commanders,TE,1670000,835000,0,0.4,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Jordan Thomas,Patriots,TE,1670000,835000,0,0.4,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Mason Schreck,Bengals,TE,1670000,835000,0,0.4,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Jordan Thomas,Cardinals,TE,1670000,835000,0,0.4,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Jerell Adams,Ravens,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Alex Ellis,Patriots,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Trey Edmunds,Steelers,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Eric Saubert,Jaguars,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ross Travis,Jets,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ricky Seals-Jones,Chiefs,TE,825000,825000,0,0.4,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Nick Bowers,Raiders,TE,2335000,778333,100000,0.4,2648375,882791,113421,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Hunter Bryant,Lions,TE,2305000,768333,60000,0.4,2614349,871449,68052,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Thaddeus Moss,WAS/CIN,TE,2305000,768333,20000,0.4,2614349,871449,22684,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Giovanni Ricci,Panthers,TE,2302000,767333,17000,0.4,2610947,870315,19282,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Cam Sutton,Panthers,TE,2300000,766667,40000,0.4,2608678,869560,45368,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jacob Breeland,Ravens,TE,2300000,766667,65000,0.4,2608678,869560,73724,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Eli Wolf,Ravens,TE,2300000,766667,65000,0.4,2608678,869560,73724,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jared Pinkney,Falcons,TE,2300000,766667,65000,0.4,2608678,869560,73724,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Sean McKeon,Cowboys,TE,2297000,765667,112000,0.4,2605275,868426,127031,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Tommy Hudson,Titans,TE,2295000,765000,35000,0.4,2603007,867669,39697,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jake Bargas,Vikings,TE,2295000,765000,30000,0.4,2603007,867669,34026,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Noah Togiai,Colts,TE,2295000,765000,100000,0.4,2603007,867669,113421,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Farrod Green,Colts,TE,2295000,765000,10000,0.4,2603007,867669,11342,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Noah Togiai,Eagles,TE,2295000,765000,100000,0.4,2603007,867669,113421,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Tyler Mabry,Seahawks,TE,2295000,765000,10000,0.4,2603007,867669,11342,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Ryan Becker,Cardinals,TE,2293000,764333,8000,0.4,2600739,866913,9074,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Chase Harrell,49ers,TE,2293000,764333,35000,0.4,2600739,866913,39697,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Gabe Nabers,Chargers,TE,2292500,764167,7500,0.4,2600172,866724,8507,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Rashod Berry,Patriots,TE,2292500,764167,82500,0.4,2600172,866724,93572,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jake Burt,Patriots,TE,2290000,763333,85000,0.4,2597336,865778,96408,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Caleb Repp,Falcons,TE,2290000,763333,5000,0.4,2597336,865778,5671,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Nakia Griffin-Stewart,Vikings,TE,2290000,763333,5000,0.4,2597336,865778,5671,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Charlie Taumoepeau,Cowboys,TE,2290000,763333,55000,0.4,2597336,865778,62381,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Ben Ellefson,Jaguars,TE,2290000,763333,15000,0.4,2597336,865778,17013,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Dylan Stapleton,Texans,TE,2290000,763333,5000,0.4,2597336,865778,5671,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jordan Jones,Packers,TE,2289500,763167,4500,0.4,2596769,865590,5104,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jason Croom,Eagles,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Caleb Wilson,Commanders,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Isaac Nauta,Lions,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Evan Baylis,Cardinals,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Hale Hentges,Vikings,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Jason Croom,Eagles,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Caleb Wilson,Eagles,TE,1525000,762500,0,0.4,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Dominick Wood-Anderson,Seahawks,TE,2287000,762333,2000,0.4,2593933,864644,2268,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jared Rice,Chargers,TE,2287000,762333,2000,0.4,2593933,864644,2268,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Parker Houston,Cardinals,TE,2287000,762333,2000,0.4,2593933,864644,2268,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Mitchell Wilcox,Bengals,TE,2286000,762000,1000,0.4,2592799,864266,1134,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Paul Quessenberry,Patriots,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Dominique Dafney,Colts,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Gabe Nabers,Chargers,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Nate Wieting,Browns,TE,2285000,761667,15000,0.4,2591665,863889,17013,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Kyle Markway,Giants,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Nate Wieting,Dolphins,TE,2285000,761667,15000,0.4,2591665,863889,17013,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Rysen John,Giants,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Connor Davis,Jets,TE,2285000,761667,0,0.4,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Ben Ellefson,JAX/MIN,TE,2285000,761666,0,0.4,2591665,863888,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Michael Roberts,Dolphins,TE,760000,760000,200000,0.4,861998,861998,226842,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Pharaoh Brown,Browns,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Tanner Hudson,Buccaneers,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Pharaoh Brown,Texans,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Erik Swoope,49ers,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ross Dwelley,49ers,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Deon Yelder,Chiefs,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Robert Tonyan,Packers,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Johnny Mundt,Rams,TE,750000,750000,0,0.4,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Jordan Leggett,Buccaneers,TE,735000,735000,0,0.4,833643,833643,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Alex Ellis,Eagles,TE,735000,735000,0,0.4,833643,833643,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Matt Sokol,Chargers,TE,2095000,698333,0,0.4,2376165,792055,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Dominique Dafney,Packers,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Rashod Berry,Patriots,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
John Lovett,Packers,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Donald Parham,Chargers,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Hakeem Butler,Eagles,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Marcus Baugh,Commanders,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Kevin Rader,Steelers,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Juwan Johnson,Saints,TE,1390000,695000,0,0.4,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Garrett Griffin,Saints,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Evan Baylis,Cardinals,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Daniel Helm,49ers,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Dylan Cantrell,Cardinals,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Troy Fumagalli,Broncos,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Tyrone Swoopes,Eagles,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
J.P. Holtz,Bears,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Matt Flanagan,Jaguars,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Evan Baylis,Cardinals,TE,675000,675000,0,0.3,765590,765590,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Kyle Rudolph,Vikings,TE,36100000,9025000,16025000,4.8,43120510,10780128,19141445,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Darren Waller,Raiders,TE,30300004,7575001,16520004,4,36192566,9048141,19732715,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Jared Cook,Saints,TE,15000000,7500000,8000000,4,17917109,8958555,9555792,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Tyler Higbee,Rams,TE,29000000,7250000,15025000,3.9,34639745,8659936,17946971,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Jack Doyle,Colts,TE,21300000,7100000,12250000,3.8,25442295,8480765,14632306,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Tyler Kroft,Bills,TE,18750000,6250000,9800000,3.3,22396387,7465462,11705845,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
C.J. Uzomah,Bengals,TE,18300000,6100000,6250000,3.2,21858874,7286291,7465462,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Nick Boyle,Ravens,TE,18000000,6000000,10000000,3.2,21500531,7166844,11944740,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Jesse James,Lions,TE,22600000,5650000,10500000,3,26995112,6748778,12541977,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
T.J. Hockenson,MIN/DET,TE,19821226,4955307,19821226,2.6,23675938,5918985,23675938,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Jason Witten,Cowboys,TE,4250000,4250000,0,2.3,5076514,5076514,0,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Jeff Heuerman,Broncos,TE,8000000,4000000,2000000,2.1,9555792,4777896,2388948,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Tyler Eifert,Bengals,TE,4000000,4000000,1200000,2.1,4777896,4777896,1433369,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Geoff Swaim,Jaguars,TE,6600000,3300000,1250000,1.8,7883528,3941764,1493092,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Dwayne Allen,Dolphins,TE,6500000,3250000,1250000,1.7,7764081,3882040,1493092,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Ryan Griffin,Jets,TE,9550000,3183333,4328823,1.7,11407226,3802408,5170666,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Noah Fant,SEA/DEN,TE,12590724,3147681,12590724,1.7,15039292,3759823,15039292,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Demetrius Harris,Browns,TE,6000000,3000000,3250000,1.6,7166844,3583422,3882040,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Lee Smith,Bills,TE,9000000,3000000,4900000,1.6,10750266,3583422,5852922,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Luke Stocker,Falcons,TE,5500000,2750000,1500000,1.5,6569607,3284803,1791711,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Ben Watson,Patriots,TE,2350000,2350000,600000,1.2,2807014,2807014,716684,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Maxx Williams,Cardinals,TE,7000000,2333333,3000000,1.2,8361318,2787106,3583422,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Marcedes Lewis,Packers,TE,2100000,2100000,500000,1.1,2508395,2508395,597237,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Xavier Grimble,Steelers,TE,2025000,2025000,0,1.1,2418810,2418810,0,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Charles Clay,Cardinals,TE,2000000,2000000,350000,1.1,2388948,2388948,418066,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Darren Fells,Texans,TE,1500000,1500000,100000,0.8,1791711,1791711,119447,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Bradley Sowell,Bears,TE,1450000,1450000,0,0.8,1731987,1731987,0,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Irv Smith Jr.,Vikings,TE,5798444,1449611,3490614,0.8,6926090,1731523,4169448,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Matt LaCosse,Patriots,TE,2800000,1400000,500000,0.7,3344527,1672264,597237,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Drew Sample,Bengals,TE,5506296,1376574,2769866,0.7,6577127,1644282,3308533,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Ben Braunecker,Bears,TE,2700000,1350000,550000,0.7,3225080,1612540,656961,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
