Player,Team,Position,Value,APY,Guaranteed,"APY% Of
Cap","Inflated
Value","Inflated
APY","Inflated
Guaranteed",Contract Years,Year Signed,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Year End
Anthony Sherman,Chiefs,RB,1187500,1187500,887500,0.60,1346872,1346872,1006609,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ke'Shawn Vaughn,Buccaneers,RB,4708440,1177110,1018908,0.60,5340350,1335087,1155653,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Lynn Bowden,LV/MIA,RB,4646220,1161555,985028,0.60,5269779,1317445,1117227,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Jerick McKinnon,49ers,RB,1160000,1160000,0,0.60,1315681,1315681,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Zack Moss,BUF/IND,RB,4522081,1130520,914420,0.60,5128980,1282245,1037142,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Elijhaa Penny,Giants,RB,2250000,1125000,335000,0.60,2551968,1275984,379960,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Darrynton Evans,TEN/CHI,RB,4437718,1109430,877664,0.60,5033295,1258324,995453,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Adrian Peterson,Lions,RB,1050000,1050000,0,0.50,1190918,1190918,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Frank Gore,Jets,RB,1050000,1050000,200000,0.50,1190918,1190918,226842,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Lamar Miller,Patriots,RB,1050000,1050000,200000,0.50,1190918,1190918,226842,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
LeSean McCoy,Buccaneers,RB,1050000,1050000,0,0.50,1190918,1190918,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Lamar Miller,Commanders,RB,1050000,1050000,0,0.50,1190918,1190918,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Alfred Morris,Giants,RB,1050000,1050000,0,0.50,1190918,1190918,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ty Montgomery,Saints,RB,1047500,1047500,137500,0.50,1188083,1188083,155954,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Tyler Ervin,Packers,RB,1047500,1047500,137500,0.50,1188083,1188083,155954,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Dwayne Washington,Saints,RB,1047500,1047500,298088,0.50,1188083,1188083,338094,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Ameer Abdullah,Vikings,RB,1047500,1047500,137500,0.50,1188083,1188083,155954,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Devontae Booker,Raiders,RB,1047500,1047500,50000,0.50,1188083,1188083,56710,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
DeAndre Washington,Chiefs,RB,1047500,1047500,300000,0.50,1188083,1188083,340262,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Joshua Kelley,Chargers,RB,4075344,1018836,780344,0.50,4622287,1155572,885072,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
La'Mical Perine,Jets,RB,4040344,1010086,745344,0.50,4582590,1145647,845375,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
"Anthony McFarland, Jr.",Steelers,RB,4017432,1004358,722432,0.50,4556603,1139151,819388,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Le'Veon Bell,Chiefs,RB,1000000,1000000,0,0.50,1134208,1134208,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Senorise Perry,Titans,RB,990000,990000,0,0.50,1122866,1122866,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
DeeJay Dallas,Seahawks,RB,3789400,947350,494400,0.50,4297967,1074492,560752,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Jonathan Williams,Lions,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
C.J. Prosise,Texans,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Kenjon Barner,Ravens,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Jeremy Hill,Raiders,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Theo Riddick,Raiders,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Rod Smith,Raiders,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
DeAndre Washington,Dolphins,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Kenjon Barner,Buccaneers,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Wendell Smallwood,Steelers,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Senorise Perry,Titans,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
DeAndre Washington,Chiefs,RB,910000,910000,0,0.50,1032129,1032129,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Jason Huntley,DET/PHI,RB,3585312,896328,290312,0.50,4066489,1016622,329274,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Eno Benjamin,Texans,RB,3397716,849429,102716,0.40,3853716,963429,116501,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Eno Benjamin,Saints,RB,3397716,849429,102716,0.40,3853716,963429,116501,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Eno Benjamin,Cardinals,RB,3397716,849429,102716,0.40,3853716,963429,116501,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Raymond Calais,Buccaneers,RB,3371500,842875,76500,0.40,3823982,955995,86767,4,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2024
Jeremy McNichols,Titans,RB,1670000,835000,0,0.40,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Kalen Ballage,Jets,RB,1670000,835000,0,0.40,1894127,947064,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Troymaine Pope,Chargers,RB,825000,825000,0,0.40,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Trey Edmunds,Steelers,RB,825000,825000,0,0.40,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Corey Clement,Eagles,RB,825000,825000,0,0.40,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
D.J. Foster,Cardinals,RB,825000,825000,0,0.40,935721,935721,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
LeVante Bellamy,Broncos,RB,2315000,771667,65000,0.40,2625691,875231,73724,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Rodney Smith,Panthers,RB,2300000,766667,45000,0.40,2608678,869560,51039,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
JaMycal Hasty,49ers,RB,2300000,766667,90000,0.40,2608678,869560,102079,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Javon Leake,Giants,RB,2300000,766667,75000,0.40,2608678,869560,85066,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Scottie Phillips,Texans,RB,2295000,765000,10000,0.40,2603007,867669,11342,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Salvon Ahmed,SF/MIA,RB,2295000,765000,50000,0.40,2603007,867669,56710,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Tony Jones,Saints,RB,2295000,765000,50000,0.40,2603007,867669,56710,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Rico Dowdle,Cowboys,RB,2295000,765000,110000,0.40,2603007,867669,124763,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Darius Anderson,Cowboys,RB,2295000,765000,110000,0.40,2603007,867669,124763,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Xavier Jones,Rams,RB,2294000,764667,9000,0.40,2601873,867291,10208,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jonathan Ward,Cardinals,RB,2293000,764333,8000,0.40,2600739,866913,9074,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
J.J. Taylor,Patriots,RB,2292500,764167,100000,0.40,2600172,866724,113421,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Anthony Jones,Seahawks,RB,2292500,764167,7500,0.40,2600172,866724,8507,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Adrian Killins,Eagles,RB,2292500,764167,42500,0.40,2600172,866724,48204,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Michael Warren,Eagles,RB,2292500,764167,57500,0.40,2600172,866724,65217,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Patrick Taylor,Packers,RB,2292000,764000,7000,0.40,2599604,866535,7939,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Artavis Pierce,Bears,RB,2291000,763667,11000,0.40,2598470,866157,12476,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Tavien Feaster,Jaguars,RB,2290000,763333,25000,0.40,2597336,865778,28355,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Devwah Whaley,Bengals,RB,2290000,763333,5000,0.40,2597336,865778,5671,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
James Robinson,Jaguars,RB,2290000,763333,25000,0.40,2597336,865778,28355,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Benny LeMay,Browns,RB,2290000,763333,30000,0.40,2597336,865778,34026,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Nathan Cottrell,Jaguars,RB,2290000,763333,17000,0.40,2597336,865778,19282,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Brian Herrien,Browns,RB,2290000,763333,40000,0.40,2597336,865778,45368,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
James Robinson,Jets,RB,2290000,763333,25000,0.40,2597336,865778,28355,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Darius Bradwell,Chargers,RB,2290000,763333,15000,0.40,2597336,865778,17013,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Cameron Scarlett,Titans,RB,2290000,763333,20000,0.40,2597336,865778,22684,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Antonio Williams,Bills,RB,2288000,762667,3000,0.40,2595068,865023,3403,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Bronson Rechsteiner,Ravens,RB,2288000,762667,5000,0.40,2595068,865023,5671,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Reggie Bonnafon,Panthers,RB,1525000,762500,0,0.40,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Craig Reynolds,Jaguars,RB,1525000,762500,0,0.40,1729667,864834,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Mikey Daniel,Falcons,RB,2287500,762500,2500,0.40,2594501,864834,2836,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
James Gilbert,Rams,RB,2287000,762333,2000,0.40,2593933,864644,2268,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Napoleon Maxwell,Bears,RB,2286500,762167,1500,0.40,2593366,864456,1701,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Patrick Carr,Seahawks,RB,2286000,762000,1000,0.40,2592799,864266,1134,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Nathan Cottrell,Jaguars,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Pete Guerriero,Jets,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Jacques Patrick,Bengals,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
LeVante Bellamy,Broncos,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Scottie Phillips,Texans,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Bobby Holly,Chargers,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Raymond Calais,Rams,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Sandro Platzgummer,Giants,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
J.J. Taylor,Patriots,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Ty Williams,Ravens,RB,2285000,761667,0,0.40,2591665,863889,0,3,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,2023
Gus Edwards,Ravens,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Kalen Ballage,Chargers,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Jeff Wilson,49ers,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Dontrell Hilliard,Texans,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
D'Onta Foreman,Titans,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Dontrell Hilliard,Browns,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Josh Adams,Jets,RB,750000,750000,0,0.40,850656,850656,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Marcus Murphy,Panthers,RB,741500,741500,6500,0.40,841015,841015,7372,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Dalyn Dawkins,Titans,RB,1410000,705000,0,0.40,1599233,799617,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
JaMycal Hasty,49ers,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Rodney Smith,Panthers,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Jonathan Ward,Cardinals,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Salvon Ahmed,Dolphins,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Marcus Marshall,Titans,RB,1390000,695000,0,0.40,1576549,788274,0,1,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,2021
Jeremy Cox,Broncos,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Artavis Pierce,Bears,RB,1390000,695000,0,0.40,1576549,788274,0,2,2020,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,2022
Ezekiel Elliott,Cowboys,RB,90000000,15000000,50052137,8.00,107502657,17917109,59785974,6,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2025
Le'Veon Bell,Jets,RB,52500000,13125000,35000000,7.00,62709883,15677471,41806589,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Giovani Bernard,Bengals,RB,10300000,5150000,2000000,2.70,12303082,6151541,2388948,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Mark Ingram,Ravens,RB,15000000,5000000,6500000,2.70,17917109,5972370,7764081,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Tevin Coleman,49ers,RB,8500000,4250000,5250000,2.30,10153029,5076514,6270988,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Latavius Murray,Saints,RB,14400000,3600000,7200000,1.90,17200425,4300106,8600213,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Jalen Richard,Raiders,RB,3095000,3095000,0,1.60,3696897,3696897,0,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Mike Davis,CAR/CHI,RB,6000000,3000000,3000000,1.60,7166844,3583422,3583422,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
LeSean McCoy,Chiefs,RB,3000000,3000000,3000000,1.60,3583422,3583422,3583422,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Josh Jacobs,Raiders,RB,11933398,2983350,11933398,1.60,14254133,3563534,14254133,4,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,2023
Raheem Mostert,49ers,RB,8700000,2900000,3000000,1.50,10391923,3463974,3583422,3,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,2022
Carlos Hyde,HOU/KC,RB,2800000,2800000,1500000,1.50,3344527,3344527,1791711,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Adrian Peterson,Commanders,RB,5030000,2515000,1500000,1.30,6008204,3004102,1791711,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Theo Riddick,Broncos,RB,2500000,2500000,1000000,1.30,2986185,2986185,1194474,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Peyton Barber,Buccaneers,RB,2125000,2125000,1000000,1.10,2538257,2538257,1194474,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Frank Gore,Bills,RB,2000000,2000000,500000,1.10,2388948,2388948,597237,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
Brandon Bolden,Patriots,RB,3700000,1850000,2000000,1.00,4419554,2209777,2388948,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
Malcolm Brown,Rams,RB,3300000,1650000,2100000,0.90,3941764,1970882,2508395,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
T.J. Yeldon,Bills,RB,3200000,1600000,500000,0.90,3822317,1911158,597237,2,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,2021
C.J. Anderson,Lions,RB,1500000,1500000,450000,0.80,1791711,1791711,537513,1,2019,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2020
