Player,Position,Age,AP1,PB,St,wAV,DrAV,Games,Cmp,Pass_Att,Pass_Yds,Pass_TD,Int,Rush_Att,Rush_Yds,Rush_TD,Rec,Rec_Yds,Rec_TD,Tackles,Int,Sk
Jaleel Johnson,DT,23,0,0,1,13,12,74,0,0,0,0,0,0,0,0,0,0,0,65,,6.5
Vernon Butler,DT,22,0,0,2,13,8,77,0,0,0,0,0,0,0,0,0,0,0,58,,8
Hassan Ridgeway,DT,21,0,0,0,13,5,77,0,0,0,0,0,0,0,0,0,0,0,56,,10.5
Antonio Morrison,ILB,21,0,0,2,13,9,47,0,1,0,0,0,0,0,0,0,0,0,124,,1
Rashard Higgins,WR,21,0,0,0,13,13,85,0,0,0,0,0,1,4,0,137,1890,12,,,
Riley Dixon,P,23,0,0,1,13,4,114,3,5,34,0,0,1,14,0,0,0,0,14,,
Randy Gregory,OLB,22,0,0,1,13,11,56,0,0,0,0,0,0,0,0,0,0,0,71,1,18.5
Carl Davis,DT,23,0,0,1,13,7,72,0,0,0,0,0,0,0,0,0,0,0,35,,2.5
Clayton Geathers,S,23,0,0,3,13,13,56,0,0,0,0,0,0,0,0,0,0,0,183,1,
David Parry,NT,23,0,0,2,13,13,36,0,0,0,0,0,0,0,0,0,0,0,52,,5
Darryl Roberts,CB,24,0,0,1,13,,73,0,0,0,0,0,0,0,0,0,0,0,195,4,
Calvin Pryor,DB,22,0,0,3,13,13,46,0,0,0,0,0,0,0,0,0,0,0,132,2,0.5
Darqueze Dennard,DB,22,0,0,0,13,12,87,0,0,0,0,0,0,0,0,0,0,0,230,4,3
Charles Sims,RB,23,0,0,0,13,13,47,0,0,0,0,0,245,958,2,129,1190,6,,,
Cassius Marsh,DE,22,0,0,0,13,5,96,0,0,0,0,0,0,0,0,0,0,0,132,,15
Dakota Dozier,OL,23,0,0,1,13,3,76,0,0,0,0,0,0,0,0,0,0,0,1,,
E.J. Gaines,DB,22,0,0,3,13,9,43,0,0,0,0,0,0,0,0,0,0,0,169,4,
Quincy Enunwa,WR,22,0,0,2,13,13,41,0,0,0,0,0,2,12,0,119,1617,5,3,,
Beau Allen,DT,22,0,0,1,13,8,90,0,0,0,0,0,0,0,0,0,0,0,72,,2.5
Sharrif Floyd,DT,21,0,0,2,13,13,44,0,0,0,0,0,0,0,0,0,0,0,57,,9.5
Dallas Thomas,T,23,0,0,1,13,13,37,0,0,0,0,0,0,0,0,0,0,0,,,
Markus Wheaton,WR,22,0,0,2,13,13,59,0,0,0,0,0,4,19,0,110,1559,8,6,,
Josh Evans,DB,22,0,0,3,13,13,49,0,0,0,0,0,0,0,0,0,0,0,146,,
Kemal Ishmael,DB,22,0,0,1,13,13,95,0,0,0,0,0,0,0,0,0,0,0,183,5,1
Kyle Pitts,TE,20,0,1,2,12,12,27,0,0,0,0,0,0,0,0,96,1382,3,3,,
Jaelan Phillips,DL,22,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,60,,15.5
Jamin Davis,LB,22,0,0,1,12,12,32,0,0,0,0,0,0,0,0,0,0,0,116,,4
Christian Darrisaw,OL,22,0,0,1,12,12,26,0,0,0,0,0,0,0,0,0,0,0,,,
Joe Tryon-Shoyinka,OLB,22,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,44,,8
Tyson Campbell,DB,21,0,0,2,12,12,32,0,0,0,0,0,0,0,0,0,0,0,104,5,
Jevon Holland,S,21,0,0,2,12,12,33,0,0,0,0,0,0,0,0,0,0,0,125,4,4
Liam Eichenberg,OL,23,0,0,2,12,12,27,0,0,0,0,0,0,0,0,0,0,0,,,
Josh Myers,C,23,0,0,1,12,12,23,0,0,0,0,0,0,0,0,0,0,0,,,
Royce Newman,G,24,0,0,1,12,12,34,0,0,0,0,0,0,0,0,0,0,0,1,,
Javon Kinlaw,DT,22,0,0,1,12,12,24,0,0,0,0,0,0,0,0,0,0,0,18,1,1.5
Xavier McKinney,S,21,0,0,2,12,12,32,0,0,0,0,0,0,0,0,0,0,0,102,6,1
Laviska Shenault Jr.,WR,21,0,0,1,12,9,43,0,0,0,0,0,38,197,1,148,1491,6,1,,
Jaylon Johnson,CB,21,0,0,3,12,12,39,0,0,0,0,0,0,0,0,0,0,0,99,1,
Devin Duvernay,WR,22,1,2,1,12,12,46,0,0,0,0,0,23,204,1,90,880,5,,,
Kevin Dotson,G,23,0,0,1,12,12,39,0,0,0,0,0,0,0,0,0,0,0,,,
Quez Watkins,WR,22,0,0,1,12,12,40,0,0,0,0,0,4,4,0,83,1107,5,4,,
Clelin Ferrell,DE,22,0,0,2,12,12,58,0,0,0,0,0,0,0,0,0,0,0,58,,10
Drew Lock,QB,22,0,0,1,12,12,24,421,710,4740,25,20,72,285,5,1,1,0,1,,
Khari Willis,S,23,0,0,1,12,12,39,0,0,0,0,0,0,0,0,0,0,0,161,4,3.5
Armon Watts,DT,23,0,0,1,12,7,57,0,0,0,0,0,0,0,0,0,0,0,57,,8
Donovan Wilson,S,24,0,0,2,12,12,51,0,0,0,0,0,0,0,0,0,0,0,143,3,8.5
Anthony Miller,WR,23,0,0,2,12,12,50,1,1,8,0,0,9,37,0,140,1589,12,3,,
Isaiah Oliver,CB,21,0,0,2,12,12,62,0,0,0,0,0,0,0,0,0,0,0,153,2,2
Joseph Noteboom,T,23,0,0,0,12,12,53,0,0,0,0,0,0,0,0,0,0,0,,,
Tyler Conklin,TE,23,0,0,2,12,8,81,0,0,0,0,0,2,3,0,151,1474,7,3,,
Matt Pryor,T,23,0,0,1,12,5,60,0,0,0,0,0,0,0,0,0,0,0,,,
Richie James,WR,23,0,0,1,12,6,57,0,0,0,0,0,4,5,0,95,1258,7,2,,
Justin Jackson,RB,22,0,0,0,12,10,59,0,0,0,0,0,248,1210,5,77,609,1,10,,
DeMarcus Walker,DE,22,0,0,0,12,6,66,0,0,0,0,0,0,0,0,0,0,0,75,,19.5
Mack Hollins,WR,23,0,0,1,12,3,82,1,1,4,0,0,4,40,0,113,1440,10,17,,
Ben Gedeon,ILB,22,0,0,1,12,12,39,0,0,0,0,0,0,0,0,0,0,0,60,,
Wayne Gallman,RB,22,0,0,1,12,11,61,0,0,0,0,0,366,1548,9,81,519,2,5,,
David Moore,WR,22,0,0,2,12,12,50,0,0,0,0,0,12,91,0,78,1163,13,,,
Mackensie Alexander,CB,22,0,0,1,12,8,85,0,0,0,0,0,0,0,0,0,0,0,148,3,4.5
Darian Thompson,S,22,0,0,1,12,6,63,0,0,0,0,0,1,3,0,0,0,0,123,2,1.5
Jonathan Bullard,DT,22,0,0,1,12,7,82,0,0,0,0,0,0,0,0,0,0,0,87,,3.5
Le'Raven Clark,T,23,0,0,0,12,10,64,0,0,0,0,0,0,0,0,0,0,0,,,
Evan Boehm,C,23,0,0,1,12,6,55,0,0,0,0,0,0,0,0,0,0,0,,,
Tajae Sharpe,WR,21,0,0,3,12,11,66,0,0,0,0,0,2,17,0,117,1397,8,1,,
DeAndre Washington,RB,23,0,0,0,12,11,59,0,0,0,0,0,313,1213,7,93,643,1,3,,
Caleb Benenoch,T,22,0,0,1,12,12,36,0,0,0,0,0,0,0,0,0,0,0,,,
Stephen Weatherly,OLB,22,0,0,1,12,8,73,0,0,0,0,0,0,0,0,0,0,0,66,,8.5
Shane Ray,DE,22,0,0,1,12,12,49,0,0,0,0,0,0,0,0,0,0,0,64,,14
JJ Nelson,WR,23,0,0,0,12,12,58,0,0,0,0,0,12,120,1,85,1475,11,1,,
Jesse James,TE,21,0,0,4,12,10,104,0,0,0,0,0,0,0,0,157,1522,12,,,
Kony Ealy,DE,22,0,0,0,12,10,65,0,0,0,0,0,0,0,0,0,0,0,53,2,15
Kareem Martin,DE,22,0,0,2,12,9,78,0,0,0,0,0,0,0,0,0,0,0,66,1,5
Matt Elam,DB,22,0,0,2,12,12,41,0,0,0,0,0,0,0,0,0,0,0,89,1,0.5
Devin Taylor,DE,23,0,0,1,12,12,63,0,0,0,0,0,0,0,0,0,0,0,69,,15
Luke Willson,TE,23,0,0,2,12,11,102,0,0,0,0,0,0,0,0,111,1307,11,6,,
Travis Etienne,RB,22,0,0,1,11,11,17,0,0,0,0,0,220,1125,5,35,316,0,,,
Paulson Adebo,CB,22,0,0,2,11,11,30,0,0,0,0,0,0,0,0,0,0,0,106,3,
Baron Browning,LB,22,0,0,0,11,11,28,0,0,0,0,0,0,0,0,0,0,0,46,1,5
J.K. Dobbins,RB,21,0,0,0,11,11,23,0,0,0,0,0,226,1325,11,25,162,1,,,
Julian Blackmon,S,22,0,0,2,11,11,35,0,0,0,0,0,0,0,0,0,0,0,98,3,1
Malik Harrison,LB,22,0,0,0,11,11,47,0,0,0,0,0,0,0,0,0,0,0,60,,
D.J. Wonnum,DE,22,0,0,1,11,11,47,0,0,0,0,0,0,0,0,0,0,0,72,,15
Mykal Walker,LB,23,0,0,2,11,11,49,0,0,0,0,0,0,0,0,0,0,0,104,3,1
James Smith-Williams,DE,23,0,0,1,11,11,42,0,0,0,0,0,0,0,0,0,0,0,31,,6
Johnathan Abram,S,22,0,0,2,11,10,43,0,0,0,0,0,0,0,0,0,0,0,167,3,
Chase Winovich,DE,24,0,0,0,11,10,53,0,0,0,0,0,0,0,0,0,0,0,70,1,12
Michael Deiter,G,23,0,0,1,11,11,57,0,0,0,0,0,0,0,0,1,0,0,,,
Anthony Nelson,DE,22,0,0,0,11,11,59,0,0,0,0,0,0,0,0,0,0,0,51,,11.5
Michael Jordan,G,21,0,0,2,11,8,55,0,0,0,0,0,0,0,0,0,0,0,2,,
Amani Oruwariye,CB,23,0,0,2,11,11,53,0,0,0,0,0,0,0,0,0,0,0,143,9,
Kerryon Johnson,RB,21,0,0,1,11,11,35,0,0,0,0,0,283,1225,8,61,527,3,,,
P.J. Hall,DT,23,0,0,2,11,8,40,0,0,0,0,0,0,0,0,0,0,0,52,,2.5
James Washington,WR,22,0,0,2,11,11,62,0,0,0,0,0,2,13,0,114,1629,11,1,,
Royce Freeman,RB,22,0,0,0,11,9,65,0,0,0,0,0,394,1473,8,85,519,1,4,,
Tracy Walker,S,23,0,0,2,11,11,62,0,0,0,0,0,0,0,0,0,0,0,249,3,3
Anthony Averett,CB,23,0,0,1,11,10,51,0,0,0,0,0,0,0,0,0,0,0,99,3,
Genard Avery,LB,23,0,0,2,11,4,62,0,0,0,0,0,0,0,0,0,0,0,65,,8.5
Tyrell Crosby,T,23,0,0,1,11,11,38,0,0,0,0,0,0,0,0,0,0,0,,,
Jacob Martin,LB,22,0,0,1,11,2,74,0,0,0,0,0,0,0,0,0,0,0,45,,16
Matthew Adams,LB,22,0,0,1,11,10,68,0,0,0,0,0,0,0,0,0,0,0,57,,
Sidney Jones,CB,21,0,0,2,11,5,57,0,0,0,0,0,0,0,0,0,0,0,115,4,
Josh Jones,S,22,0,0,1,11,5,70,0,0,0,0,0,0,0,0,0,0,0,193,2,3
Montravius Adams,DT,22,0,0,1,11,4,72,0,0,0,0,0,0,0,0,0,0,0,41,,1.5
Jalen Reeves-Maybin,LB,22,0,0,1,11,9,87,0,0,0,0,0,0,0,0,0,0,0,132,,0.5
Ifeadi Odenigbo,DL,23,0,0,1,11,9,55,0,0,0,0,0,0,0,0,0,0,0,50,,14
Zane Gonzalez,K,22,0,0,0,11,1,63,0,0,0,0,0,0,0,0,0,0,0,1,,
Kamalei Correa,DE,22,0,0,1,11,3,63,0,0,0,0,0,0,0,0,0,0,0,57,,8.5
Joe Dahl,G,23,0,0,1,11,11,44,0,0,0,0,0,0,0,0,0,0,0,,,
LeShaun Sims,CB,22,0,0,0,11,7,69,0,0,0,0,0,0,0,0,0,0,0,127,3,
Will Parks,S,22,0,0,0,11,8,90,0,0,0,0,0,0,0,0,0,0,0,148,4,2
Kevin Johnson,CB,23,0,0,0,11,8,64,0,0,0,0,0,0,0,0,0,0,0,153,1,1.5
Eli Harold,OLB,21,0,0,2,11,11,61,0,0,0,0,0,0,0,0,0,0,0,65,,9
Bradley Pinion,P,21,0,0,1,11,5,128,0,0,0,0,0,0,0,0,0,0,0,5,,
Marcus Martin,C,20,0,0,2,11,11,29,0,0,0,0,0,0,0,0,0,0,0,,,
Terrance West,RB,23,0,0,2,11,3,43,0,0,0,0,0,465,1816,11,51,344,2,,,
Bryan Stork,C,23,0,0,1,11,11,21,0,0,0,0,0,0,0,0,0,0,0,,,
Maurice Alexander,DB,23,0,0,1,11,10,57,0,0,0,0,0,0,0,0,0,0,0,102,2,3
Logan Thomas,QB,23,0,0,2,11,0,78,3,11,124,1,0,3,5,0,164,1506,12,10,,
Wesley Johnson,OL,23,0,0,1,11,,51,0,0,0,0,0,0,0,0,1,-5,0,,,
Johnthan Banks,DB,23,0,0,2,11,11,57,0,0,0,0,0,0,0,0,0,0,0,121,7,
Zac Stacy,RB,22,0,0,1,11,10,35,0,0,0,0,0,357,1355,9,53,358,1,2,,
Mike Gillislee,RB,22,0,0,0,11,0,36,0,0,0,0,0,274,1291,16,17,103,1,9,,
Marcus Jones,CB,23,1,0,0,10,10,15,0,0,0,0,0,0,0,0,4,78,1,34,2,
Tariq Woolen,CB,23,0,1,1,10,10,17,0,0,0,0,0,0,0,0,0,0,0,46,6,
Azeez Ojulari,OLB,21,0,0,1,10,10,24,0,0,0,0,0,0,0,0,0,0,0,38,,13.5
Pat Freiermuth,TE,22,0,0,0,10,10,32,0,0,0,0,0,0,0,0,123,1229,9,2,,
Pete Werner,LB,22,0,0,1,10,10,27,0,0,0,0,0,0,0,0,0,0,0,92,,
Brady Christensen,OL,24,0,0,1,10,10,33,0,0,0,0,0,0,0,0,0,0,0,1,,
Michael Carter,RB,22,0,0,2,10,10,30,0,0,0,0,0,261,1041,7,77,613,0,1,,
Marco Wilson,CB,22,0,0,2,10,10,28,0,0,0,0,0,0,0,0,0,0,0,84,3,
Adetokunbo Ogundeji,DL,22,0,0,2,10,10,32,0,0,0,0,0,0,0,0,0,0,0,37,,3
C.J. Henderson,CB,21,0,0,2,10,4,37,0,0,0,0,0,0,0,0,0,0,0,108,3,
Cam Akers,RB,21,0,0,1,10,10,29,0,0,0,0,0,338,1414,9,27,250,1,,,
Kristian Fulton,CB,22,0,0,2,10,10,30,0,0,0,0,0,0,0,0,0,0,0,79,4,1
Matt Hennessy,C,22,0,0,1,10,10,41,0,0,0,0,0,0,0,0,0,0,0,,,
Zack Moss,RB,22,0,0,0,10,8,39,0,0,0,0,0,301,1282,9,48,331,2,1,,
Jordan Elliott,DT,22,0,0,1,10,10,49,0,0,0,0,0,0,0,0,0,0,0,35,,2.5
Cameron Dantzler,CB,22,0,0,2,10,10,35,0,0,0,0,0,0,0,0,0,0,0,125,3,
John Simpson,G,23,0,0,1,10,10,35,0,0,0,0,0,0,0,0,0,0,0,,,
Jack Driscoll,G,23,0,0,0,10,10,37,0,0,0,0,0,0,0,0,0,0,0,,,
K.J. Osborn,WR,23,0,0,1,10,10,43,0,0,0,0,0,4,16,0,110,1305,12,4,,
Jordan Fuller,S,22,0,0,2,10,10,31,0,0,0,0,0,0,0,0,0,0,0,114,4,
Dane Jackson,CB,23,0,0,1,10,10,37,0,0,0,0,0,0,0,0,0,0,0,95,3,
Trayvon Mullen,CB,21,0,0,2,10,10,46,0,0,0,0,0,0,0,0,0,0,0,128,4,
Will Harris,S,23,0,0,2,10,10,64,0,0,0,0,0,0,0,0,0,0,0,162,1,1.5
Cody Barton,LB,22,0,0,1,10,10,65,0,0,0,0,0,0,0,0,0,0,0,140,2,2
Amani Hooker,S,21,0,0,2,10,10,53,0,0,0,0,0,1,4,0,1,6,0,127,6,
Byron Cowart,DT,23,0,0,1,10,9,36,0,0,0,0,0,0,0,0,0,0,0,19,,1
Marcus Epps,S,23,0,0,1,10,0,62,0,0,0,0,0,0,0,0,0,0,0,149,3,
Isaiah Buggs,DT,23,0,0,1,10,5,46,0,0,0,0,0,0,0,0,0,0,0,35,,1
Nick Allegretti,G,23,0,0,1,10,10,57,0,0,0,0,0,0,0,0,0,0,0,,,
Tyquan Lewis,DE,23,0,0,0,10,10,48,0,0,0,0,0,0,0,0,0,0,0,49,1,9.5
Arden Key,DE,22,0,0,1,10,6,71,0,0,0,0,0,0,0,0,0,0,0,61,,14
Isaac Yiadom,CB,22,0,0,2,10,5,70,0,0,0,0,0,0,0,0,0,0,0,88,1,0.5
Boston Scott,RB,23,0,0,0,10,,60,0,0,0,0,0,282,1209,16,67,514,1,3,,
Braxton Berrios,WR,22,1,0,0,10,,65,1,1,2,1,0,19,160,4,107,1085,5,1,,
Justin Evans,S,22,0,0,2,10,8,39,0,0,0,0,0,0,0,0,0,0,0,110,4,
Montae Nicholson,S,21,0,0,1,10,10,35,0,0,0,0,0,0,0,0,0,0,0,92,3,
Wendell Smallwood,RB,22,0,0,1,10,9,56,0,0,0,0,0,238,956,5,60,474,2,8,,
Lac Edwards,P,24,0,0,0,10,9,74,1,1,31,0,0,1,0,0,0,0,0,1,,
Stephone Anthony,ILB,23,0,0,1,10,9,62,0,0,0,0,0,0,0,0,0,0,0,97,1,1
Jordan Richards,S,22,0,0,1,10,5,86,0,0,0,0,0,0,0,0,0,0,0,77,,
Anthony Chickillo,DE,22,0,0,1,10,9,76,0,0,0,0,0,0,0,0,0,0,0,66,,8.5
Phillip Gaines,DB,23,0,0,1,10,6,70,0,0,0,0,0,0,0,0,0,0,0,151,1,
Ryan Grant,WR,23,0,0,1,10,7,80,0,0,0,0,0,0,0,0,123,1333,7,2,,
Bene Benwikere,DB,23,0,0,1,10,6,54,0,0,0,0,0,0,0,0,0,0,0,119,3,1.5
Jon Halapio,OL,23,0,0,2,10,,27,0,0,0,0,0,0,0,0,0,0,0,,,
EJ Manuel,QB,23,0,0,1,10,10,30,343,590,3767,20,16,96,339,4,0,0,0,,,
Bjoern Werner,DE,23,0,0,1,10,10,38,0,0,0,0,0,0,0,0,0,0,0,58,,6.5
Datone Jones,DE,23,0,0,0,10,9,68,0,0,0,0,0,0,0,0,0,0,0,64,1,10
Dwayne Gratz,DB,23,0,0,1,10,10,43,0,0,0,0,0,0,0,0,0,0,0,91,3,
Knile Davis,RB,21,0,0,0,10,10,57,0,0,0,0,0,250,805,11,34,271,1,1,,
Eric Kush,C,23,0,0,0,10,1,50,0,0,0,0,0,0,0,0,0,0,0,,,
Mychal Rivera,TE,22,0,0,1,10,10,61,0,0,0,0,0,0,0,0,146,1413,10,2,,
Drake London,WR,21,0,0,1,9,9,17,0,0,0,0,0,0,0,0,72,866,4,2,,
Charles Cross,OL,21,0,0,1,9,9,17,0,0,0,0,0,0,0,0,0,0,0,,,
Abraham Lucas,OL,23,0,0,1,9,9,16,0,0,0,0,0,0,0,0,0,0,0,1,,
Cordell Volson,T,24,0,0,1,9,9,16,0,0,0,0,0,0,0,0,0,0,0,,,
Zach Wilson,QB,22,0,0,2,9,9,22,345,625,4022,15,18,57,287,5,1,2,1,1,,
Zaven Collins,LB,22,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,76,1,2
Javonte Williams,RB,21,0,0,0,9,9,21,0,0,0,0,0,250,1107,4,59,392,3,1,,
Tre'von Moehrig,S,22,0,0,2,9,9,32,0,0,0,0,0,0,0,0,0,0,0,73,1,
Alim McNeill,DT,21,0,0,1,9,9,34,0,0,0,0,0,0,0,0,0,0,0,32,,3
Josh Palmer,WR,22,0,0,1,9,9,33,0,0,0,0,0,2,10,0,105,1122,7,2,,
Ernest Jones,LB,21,0,0,1,9,9,32,0,0,0,0,0,0,0,0,0,0,0,102,3,1
Chuba Hubbard,RB,22,0,0,0,9,9,32,0,0,0,0,0,267,1078,7,39,345,1,4,,
Kenneth Gainwell,RB,22,0,0,0,9,9,33,0,0,0,0,0,121,531,9,56,422,1,,,
Elijah Mitchell,RB,23,0,0,0,9,9,16,0,0,0,0,0,252,1242,7,22,144,1,,,
Jonathon Cooper,DE,23,0,0,1,9,9,30,0,0,0,0,0,0,0,0,0,0,0,45,,4.5
Grant Delpit,S,21,0,0,1,9,9,32,0,0,0,0,0,0,0,0,0,0,0,115,5,1
Brandon Jones,S,22,0,0,1,9,9,38,0,0,0,0,0,0,0,0,0,0,0,115,1,8
Jonathan Greenard,DE,23,0,0,1,9,9,33,0,0,0,0,0,0,0,0,0,0,0,42,1,10.5
Tyre Phillips,T,23,0,0,0,9,6,34,0,0,0,0,0,0,0,0,0,0,0,,,
Jaylinn Hawkins,S,23,0,0,1,9,9,42,0,0,0,0,0,0,0,0,0,0,0,66,4,0.5
Trevis Gipson,DE,23,0,0,1,9,9,40,0,0,0,0,0,0,0,0,0,0,0,41,,10
Hakeem Adeniji,T,22,0,0,0,9,9,39,0,0,0,0,0,0,0,0,0,0,0,,,
Bravvion Roy,DT,23,0,0,1,9,9,45,0,0,0,0,0,0,0,0,0,0,0,30,1,1
Tyler Bass,K,23,0,0,1,9,9,49,0,0,0,0,0,0,0,0,0,0,0,5,,
L.J. Collier,DE,23,0,0,1,9,9,45,0,0,0,0,0,0,0,0,0,0,0,24,,3
Lonnie Johnson Jr.,CB,23,0,0,0,9,8,56,0,0,0,0,0,0,0,0,0,0,0,136,3,
Parris Campbell,WR,22,0,0,1,9,9,32,0,0,0,0,0,11,108,0,97,983,5,1,,
Foster Moreau,TE,22,0,0,3,9,9,61,0,0,0,0,0,0,2,0,91,1107,12,6,,
Kingsley Keke,DT,22,0,0,1,9,9,41,0,0,0,0,0,0,0,0,0,0,0,25,,6.5
Scott Miller,WR,22,0,0,1,9,9,50,0,0,0,0,0,8,81,1,74,924,4,3,,
Kaden Elliss,LB,24,0,0,1,9,9,48,0,0,0,0,0,0,0,0,0,0,0,56,,8
Mike Hughes,CB,21,0,0,0,9,5,57,0,0,0,0,0,0,0,0,0,0,0,142,3,
Dante Pettis,WR,22,0,0,0,9,5,50,2,2,32,0,0,3,35,0,71,984,12,3,,
Geron Christian,T,21,0,0,0,9,5,48,0,0,0,0,0,0,0,0,0,0,0,1,,
Will Dissly,TE,22,0,0,3,9,9,56,0,0,0,0,0,1,7,0,110,1249,12,6,,
Maurice Hurst Jr.,DT,23,0,0,1,9,9,42,0,0,0,0,0,0,0,0,0,0,0,53,1,8
Gareon Conley,CB,22,0,0,1,9,7,31,0,0,0,0,0,0,0,0,0,0,0,65,4,
Taco Charlton,DE,22,0,0,0,9,6,60,0,0,0,0,0,0,0,0,0,0,0,54,,11.5
Tedric Thompson,S,22,0,0,2,9,8,38,0,0,0,0,0,0,0,0,0,0,0,63,3,
Brian Hill,RB,21,0,0,0,9,8,48,0,0,0,0,0,209,982,3,38,313,1,7,,
Nate Hairston,CB,23,0,0,1,9,5,61,0,0,0,0,0,0,0,0,0,0,0,83,2,2
Marquel Lee,LB,21,0,0,1,9,9,45,0,0,0,0,0,0,0,0,0,0,0,71,,
Jordan Evans,LB,22,0,0,0,9,9,65,0,0,0,0,0,0,0,0,0,0,0,81,2,3.5
Isaac Rochell,DT,22,0,0,0,9,8,70,0,0,0,0,0,0,0,0,0,0,0,63,1,9.5
Noah Brown,WR,21,0,0,1,9,9,66,0,0,0,0,0,1,4,0,82,980,3,9,,
Josh Doctson,WR,23,0,0,2,9,9,34,0,0,0,0,0,1,-14,0,81,1100,8,,,
Jason Spriggs,T,22,0,0,0,9,8,59,0,0,0,0,0,0,0,0,0,0,0,,,
Adolphus Washington,DT,21,0,0,2,9,9,35,0,0,0,0,0,0,0,0,0,0,0,38,,4.5
Chris Moore,WR,23,0,0,0,9,4,89,0,0,0,0,0,14,30,0,116,1286,8,14,,
Rashard Robinson,CB,21,0,0,0,9,6,49,0,0,0,0,0,0,0,0,0,0,0,70,2,
Anthony Zettel,DT,24,0,0,1,9,8,50,0,0,0,0,0,0,0,0,0,0,0,51,,7.5
Jake Fisher,T,22,0,0,0,9,9,48,0,0,0,0,0,0,0,0,2,43,0,,,
Tyler Kroft,TE,22,0,0,2,9,6,92,0,0,0,0,0,0,0,0,105,1081,13,12,,
Matt Jones,RB,22,0,0,0,9,9,25,0,0,0,0,0,248,964,6,27,377,1,,,
Nick Boyle,TE,22,0,0,4,9,9,90,0,0,0,0,0,0,0,0,121,1049,4,3,,
Hayes Pullard,ILB,23,0,0,1,9,,46,0,0,0,0,0,0,0,0,0,0,0,84,1,
Austin Seferian-Jenkins,TE,21,0,0,2,9,5,43,0,0,0,0,0,0,0,0,116,1160,11,,,
Caraun Reid,DT,22,0,0,1,9,6,55,0,0,0,0,0,0,0,0,0,0,0,38,,3.5
Luke Bowanko,C,23,0,0,1,9,5,47,0,0,0,0,0,0,0,0,0,0,0,,,
Dion Jordan,DE,23,0,0,0,9,3,63,0,0,0,0,0,0,0,0,0,0,0,82,,13.5
Justin Hunter,WR,22,0,0,1,9,7,60,0,0,0,0,0,0,0,0,85,1349,13,,,
Menelik Watson,T,24,0,0,2,9,7,34,0,0,0,0,0,0,0,0,0,0,0,,,
Christine Michael,RB,22,0,0,1,9,8,38,0,0,0,0,0,256,1089,7,26,135,1,,,
Mike Glennon,QB,23,0,0,1,9,11,40,689,1147,7025,47,35,56,140,1,0,0,0,1,,
Kayvon Webster,DB,22,0,0,1,9,4,69,0,0,0,0,0,0,0,0,0,0,0,118,2,
Nate Palmer,LB,23,0,0,1,9,7,48,0,0,0,0,0,0,0,0,0,0,0,68,,1
Brice Butler,WR,23,0,0,0,9,3,69,0,0,0,0,0,0,0,0,79,1237,9,,,
David Bass,DE,22,0,0,0,9,,64,0,0,0,0,0,0,0,0,0,0,0,70,2,9
Aidan Hutchinson,DE,22,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,34,3,9.5
Garrett Wilson,WR,22,0,0,1,8,8,17,0,1,0,0,0,4,4,0,83,1103,4,1,,
Chris Olave,WR,22,0,0,1,8,8,15,0,0,0,0,0,0,0,0,72,1042,4,3,,
Zion Johnson,G,22,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,,,
Tyler Smith,OL,21,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Devin Lloyd,LB,23,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,59,3,
Kenneth Walker III,RB,21,0,0,1,8,8,15,0,0,0,0,0,228,1050,9,27,165,0,1,,
Luke Fortner,G,24,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,,,
Tyler Allgeier,RB,22,0,0,0,8,8,16,0,0,0,0,0,210,1035,3,16,139,1,2,,
Braxton Jones,OL,23,0,0,1,8,8,17,0,0,0,0,0,0,0,0,0,0,0,1,,
Alex Leatherwood,OL,22,0,0,1,8,8,21,0,0,0,0,0,0,0,0,0,0,0,,,
Asante Samuel Jr.,DB,21,0,0,2,8,8,29,0,0,0,0,0,0,0,0,0,0,0,81,4,
Aaron Banks,OL,24,0,0,1,8,8,25,0,0,0,0,0,0,0,0,0,0,0,,,
Rondale Moore,WR,21,0,0,0,8,8,22,0,0,0,0,0,24,71,0,95,849,2,1,,
Jeremiah Owusu-Koramoah,LB,21,0,0,1,8,8,25,0,0,0,0,0,0,0,0,0,0,0,94,,1.5
Andre Cisco,DB,21,0,0,1,8,8,32,0,0,0,0,0,0,0,0,0,0,0,68,3,1
Divine Deablo,DB,23,0,0,0,8,8,25,0,0,0,0,0,0,0,0,0,0,0,66,,
Quinn Meinerz,C,22,0,0,1,8,8,28,0,0,0,0,0,0,0,0,0,0,0,1,,
Drew Dalman,C,22,0,0,1,8,8,34,0,0,0,0,0,0,0,0,0,0,0,1,,
Camryn Bynum,CB,23,0,0,1,8,8,31,0,0,0,0,0,0,0,0,0,0,0,69,3,1
Larry Borom,OL,22,0,0,1,8,8,23,0,0,0,0,0,0,0,0,0,0,0,,,
Khalil Herbert,RB,23,0,0,0,8,8,30,0,0,0,0,0,232,1164,6,23,153,1,5,,
